what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343759712198
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343759712462
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343759718421
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343759719848
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343759753631
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343759757170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343759772212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759788741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759797878
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1343759797894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759799431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759833650
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343759833681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759844153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759844823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759855332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759861004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759861822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759897450
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343759899656
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343759929926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343759935215
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343759947189
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343759950372
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1343759951360
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1343759951416
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343759952358
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343759956720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343759957458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343759960230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343759980517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760051895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343760126807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760333339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760382198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343760384514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760404170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760412646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343760413704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760415954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760427852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343760434367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343760450221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760467512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760579076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343760583398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760590503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760691147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343760736350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760738645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760779257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760799355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760799416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760801743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760801839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760844479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343760886497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.activateEditor",1343760936885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761145901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761273146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761285282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761335342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1343761416020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343761420959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1343761439127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343761446109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343761452603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761507008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761512126
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343761512199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343761512291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761523856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761524803
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343761524886
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343761524886
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343761525728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343761527741
