what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343922974812
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343922974865
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1343922984215
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1343922984217
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1343922984421
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1343922984425
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1343922984427
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1343922984427
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1343922984457
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1343922984502
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1343922984533
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1343922984536
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1343922984801
opened,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343922984943
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343922985079
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1343922985189
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1343922985206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1343922985212
executed,command,,,"org.eclipse.ui.resourcePerspective",1343922985212
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1343922985510
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343922988866
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1343922990789
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1343922990829
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343922994727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343922994829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343922998787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343923093416
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1343923094573
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1343923094691
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1343923094883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343923097480
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343923105677
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343923105792
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343923116577
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343923116638
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1343923116639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343923125649
error,log,,,"fileChanged: failed to find manifest package for project Griff",1343923142157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343923142571
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343923151229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343923152715
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1343923209426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343925945128
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343925960690
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1343937531388
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343937541597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343937543929
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1343937546817
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1343937571310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343937585342
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937586859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343937587753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343937599045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937621725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937624160
error,log,,,"Unhandled event loop exception",1343937624405
error,log,,,"Unhandled event loop exception",1343937624447
error,log,,,"Unhandled event loop exception",1343937624464
error,log,,,"Unhandled event loop exception",1343937624841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937626705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937627728
error,log,,,"Unhandled event loop exception",1343937627885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937632457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937636599
error,log,,,"Unhandled event loop exception",1343937636789
error,log,,,"Unhandled event loop exception",1343937636792
error,log,,,"Unhandled event loop exception",1343937636804
error,log,,,"Unhandled event loop exception",1343937637364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937638667
error,log,,,"fileChanged: failed to find manifest package for project Griff",1343937648171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937648559
error,log,,,"Unhandled event loop exception",1343937648725
error,log,,,"Unhandled event loop exception",1343937648726
error,log,,,"Unhandled event loop exception",1343937648737
error,log,,,"Unhandled event loop exception",1343937649369
error,log,,,"Unhandled event loop exception",1343937652839
error,log,,,"Unhandled event loop exception",1343937652863
error,log,,,"Unhandled event loop exception",1343937652865
error,log,,,"Unhandled event loop exception",1343937652900
error,log,,,"Unhandled event loop exception",1343937653237
error,log,,,"Unhandled event loop exception",1343937653240
error,log,,,"Unhandled event loop exception",1343937653384
error,log,,,"Unhandled event loop exception",1343937655528
error,log,,,"Unhandled event loop exception",1343937655541
error,log,,,"Unhandled event loop exception",1343937655544
error,log,,,"Unhandled event loop exception",1343937655545
error,log,,,"Unhandled event loop exception",1343937655580
error,log,,,"Unhandled event loop exception",1343937656403
error,log,,,"Unhandled event loop exception",1343937657971
error,log,,,"Unhandled event loop exception",1343937657985
error,log,,,"Unhandled event loop exception",1343937657987
error,log,,,"Unhandled event loop exception",1343937658023
error,log,,,"Unhandled event loop exception",1343937658351
error,log,,,"Unhandled event loop exception",1343937658353
error,log,,,"Unhandled event loop exception",1343937658400
error,log,,,"Unhandled event loop exception",1343937660162
error,log,,,"Unhandled event loop exception",1343937660174
error,log,,,"Unhandled event loop exception",1343937660176
error,log,,,"Unhandled event loop exception",1343937660179
error,log,,,"Unhandled event loop exception",1343937660213
error,log,,,"Unhandled event loop exception",1343937660914
error,log,,,"Unhandled event loop exception",1343937661982
error,log,,,"Unhandled event loop exception",1343937661994
error,log,,,"Unhandled event loop exception",1343937661995
error,log,,,"Unhandled event loop exception",1343937661997
error,log,,,"Unhandled event loop exception",1343937662031
error,log,,,"Unhandled event loop exception",1343937662720
error,log,,,"Unhandled event loop exception",1343937664128
error,log,,,"Unhandled event loop exception",1343937664141
error,log,,,"Unhandled event loop exception",1343937664144
error,log,,,"Unhandled event loop exception",1343937664145
error,log,,,"Unhandled event loop exception",1343937664179
error,log,,,"Unhandled event loop exception",1343937664936
error,log,,,"Unhandled event loop exception",1343937672991
error,log,,,"Unhandled event loop exception",1343937673002
error,log,,,"Unhandled event loop exception",1343937673005
error,log,,,"Unhandled event loop exception",1343937673008
error,log,,,"Unhandled event loop exception",1343937673010
error,log,,,"Unhandled event loop exception",1343937673012
error,log,,,"Unhandled event loop exception",1343937673014
error,log,,,"Unhandled event loop exception",1343937673016
error,log,,,"Unhandled event loop exception",1343937673027
error,log,,,"Unhandled event loop exception",1343937673029
error,log,,,"Unhandled event loop exception",1343937673053
error,log,,,"Unhandled event loop exception",1343937673426
error,log,,,"Unhandled event loop exception",1343937673429
error,log,,,"Unhandled event loop exception",1343937673450
error,log,,,"Unhandled event loop exception",1343937677214
error,log,,,"Unhandled event loop exception",1343937677228
error,log,,,"Unhandled event loop exception",1343937677230
error,log,,,"Unhandled event loop exception",1343937677232
error,log,,,"Unhandled event loop exception",1343937677288
error,log,,,"Unhandled event loop exception",1343937677963
error,log,,,"Unhandled event loop exception",1343937706865
error,log,,,"Unhandled event loop exception",1343937706868
error,log,,,"Unhandled event loop exception",1343937706947
error,log,,,"Unhandled event loop exception",1343937708178
error,log,,,"Unhandled event loop exception",1343937712534
error,log,,,"Unhandled event loop exception",1343937712543
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937714501
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937715060
error,log,,,"Unhandled event loop exception",1343937715075
error,log,,,"Unhandled event loop exception",1343937716062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343937718629
error,log,,,"Unhandled event loop exception",1343937718658
error,log,,,"Unhandled event loop exception",1343937718660
error,log,,,"Unhandled event loop exception",1343937718662
error,log,,,"Unhandled event loop exception",1343937718664
error,log,,,"Unhandled event loop exception",1343937719061
error,log,,,"Unhandled event loop exception",1343937719062
error,log,,,"fileChanged: failed to find manifest package for project Griff",1343937719346
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937721455
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937721455
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343937722374
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937722761
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1343937722794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937739641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937740690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937741456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937779500
error,log,,,"Unhandled event loop exception",1343937779522
error,log,,,"Unhandled event loop exception",1343937779526
error,log,,,"Unhandled event loop exception",1343937779529
error,log,,,"Unhandled event loop exception",1343937779531
error,log,,,"Unhandled event loop exception",1343937779533
error,log,,,"Unhandled event loop exception",1343937779548
error,log,,,"Unhandled event loop exception",1343937780198
error,log,,,"Unhandled event loop exception",1343937784031
error,log,,,"Unhandled event loop exception",1343937784064
error,log,,,"Unhandled event loop exception",1343937784067
error,log,,,"Unhandled event loop exception",1343937784070
error,log,,,"Unhandled event loop exception",1343937784078
error,log,,,"Unhandled event loop exception",1343937784081
error,log,,,"Unhandled event loop exception",1343937784107
error,log,,,"Unhandled event loop exception",1343937784448
error,log,,,"Unhandled event loop exception",1343937784451
error,log,,,"Unhandled event loop exception",1343937784713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1343937786629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937802630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937812378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937814588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343937816690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937819453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937820461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343937826391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937826679
error,log,,,"fileChanged: failed to find manifest package for project Griff",1343937826948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937827748
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343937827970
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1343937828827
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1343937828828
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1343937828829
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1343937828829
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1343937828830
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1343937828831
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1343937828831
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1343937828832
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1343937828832
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1343937828833
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1343937828833
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1343937828834
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1343937828835
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1343937828835
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1343937828836
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1343937828836
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1343937828837
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1343937828837
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1343937828838
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1343937828838
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1343937828839
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1343937828839
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1343937828840
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1343937828840
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1343937828840
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1343937828841
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1343937828841
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1343937828841
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1343937828841
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1343937828842
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1343937828843
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1343937828843
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1343937828844
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1343937828844
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1343937828844
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.xmlrpc",1343937828844
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws.ui",1343937828845
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws",1343937828845
stopped,bundle,org.eclipse.wst.wsdl,1.2.202.v201108230355,"org.eclipse.wst.wsdl",1343937828846
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1343937828846
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1343937828847
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1343937828848
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1343937828848
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1343937828848
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1343937828849
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1343937828849
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1343937828850
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1343937828850
stopped,bundle,org.eclipse.wst.xml.xpath.core,1.2.1.v201109010357,"org.eclipse.wst.xml.xpath.core",1343937828850
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.3.v201112071047,"org.eclipse.datatools.enablement.oda.xml.ui",1343937828851
stopped,bundle,org.eclipse.datatools.enablement.oda.xml,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.xml",1343937828852
