what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1343052427395
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1343052427473
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1343052427504
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1343052427520
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1343052427535
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1343052427551
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1343052427551
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1343052427567
os,sysinfo,,,"win32",1343052427567
arch,sysinfo,,,"x86_64",1343052427567
ws,sysinfo,,,"win32",1343052427567
locale,sysinfo,,,"en_US",1343052427567
processors,sysinfo,,,"4",1343052427567
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1343052427567
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1343052427567
java.specification.name,sysinfo,,,"Java Platform API Specification",1343052427567
java.specification.vendor,sysinfo,,,"Oracle Corporation",1343052427567
java.specification.version,sysinfo,,,"1.7",1343052427567
java.vendor,sysinfo,,,"Oracle Corporation",1343052427567
java.version,sysinfo,,,"1.7.0_03",1343052427567
java.vm.info,sysinfo,,,"mixed mode",1343052427567
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1343052427567
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1343052427567
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1343052427567
java.vm.specification.version,sysinfo,,,"1.7",1343052427567
java.vm.vendor,sysinfo,,,"Oracle Corporation",1343052427567
java.vm.version,sysinfo,,,"22.1-b02",1343052427567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052427598
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1343052427676
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1343052427691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052428347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052432761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052434353
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1343052434680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052441279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052447022
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343052452092
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1343052452107
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1343052454902
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1343052454933
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1343052454949
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343052455089
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1343052455354
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1343052456072
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1343052456103
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1343052456103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1343052456165
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1343052456165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052460549
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1343052495946
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1343052496507
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1343052496554
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1343052497194
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1343052497256
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1343052497303
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1343052497358
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1343052497383
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1343052497688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052497828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052497843
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1343052497933
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1343052498018
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1343052498043
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1343052498512
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1343052498601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052514068
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343052515020
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1343052515597
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1343052515675
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1343052515815
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1343052515815
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1343052516486
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1343052516517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052520149
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1343052544688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052545981
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343052548133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343052548320
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1343052548523
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1343052558491
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1343052564045
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1343052564076
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1343052564185
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1343052564201
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1343052564295
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1343052564295
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1343052564435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052581062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052589503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052590969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343052648934
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1343052650982
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1343052651144
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1343052651192
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1343052651334
